D_ID,CREATED,ORIGIN_PID,DESTINATION_PID,VALID_FROM,VALID_TO,COMPANY_ID,SUPPLIER_ID,EQUIPMENT_ID
390004082,2021-05-25T18:32:03.204Z,723,308,2021-05-15,2021-05-31,3564,82,4
389850418,2021-05-25T13:33:07.504Z,638,806,2021-05-01,2021-05-31,3709,1023,1
389852250,2021-05-25T13:33:07.514Z,587,764,2021-05-01,2021-05-31,3709,1023,4
388821223,2021-05-25T18:36:41.221Z,688,638,2021-05-01,2021-05-14,3564,53,1
389854910,2021-05-25T13:33:07.549Z,504,806,2021-05-01,2021-05-31,3709,1023,2
388814745,2021-05-25T18:36:41.221Z,796,54,2021-05-10,2021-05-14,3564,40,2
389852401,2021-05-25T13:33:07.510Z,587,585,2021-05-01,2021-05-31,3709,1023,4
390001226,2021-05-25T18:32:03.201Z,912,308,2021-05-15,2021-05-31,3564,38,4
390094786,2021-05-25T18:38:17.342Z,54,764,2021-05-15,2021-05-16,3564,190,4
386914653,2021-05-26T08:40:45.227Z,529,638,2021-05-01,2021-05-14,4023,53,2
389592235,2021-05-24T20:50:56.105Z,638,806,2021-04-15,2021-04-30,3709,43,2
390413765,2021-05-26T18:40:22.500Z,736,218,2021-05-01,2021-05-14,3709,53,1
380246591,2021-05-25T18:54:33.969Z,308,796,2021-05-01,2021-05-02,3564,53,1
390002733,2021-05-25T18:32:03.201Z,796,678,2021-05-15,2021-05-31,3564,38,1
388818866,2021-05-25T18:36:41.222Z,723,638,2021-05-01,2021-05-14,3564,1023,4
385851604,2021-05-25T18:36:41.206Z,638,585,2021-04-15,2021-04-16,3564,190,2
386913978,2021-05-26T08:40:45.227Z,723,54,2021-05-01,2021-05-14,4023,53,2
389857279,2021-05-25T13:33:07.532Z,308,529,2021-05-01,2021-05-31,3709,1023,2
388813749,2021-05-25T18:36:41.222Z,806,587,2021-05-01,2021-05-14,3564,48,4
380247092,2021-05-25T18:54:33.969Z,308,688,2021-05-01,2021-05-02,3564,53,2
390413190,2021-05-26T18:40:22.500Z,806,54,2021-05-01,2021-05-14,3709,53,1
390037756,2021-05-25T18:34:44.921Z,308,191,2021-06-15,2021-06-30,3564,82,4
388810911,2021-05-25T18:36:41.222Z,898,218,2021-05-10,2021-05-14,3564,40,1
390412919,2021-05-26T18:40:22.501Z,898,587,2021-05-01,2021-05-14,3709,53,4
380246587,2021-05-25T18:54:33.969Z,308,796,2021-05-01,2021-05-02,3564,53,4
380234618,2021-05-25T18:54:33.967Z,678,266,2021-04-01,2021-04-30,3564,53,2
385844967,2021-05-25T18:36:41.206Z,736,218,2021-05-01,2021-05-02,3564,38,4
385892085,2021-05-25T18:36:41.205Z,587,736,2021-04-15,2021-06-30,3564,190,1
389852736,2021-05-25T13:33:07.508Z,587,806,2021-05-01,2021-05-31,3709,1023,4
390164148,2021-05-25T18:49:58.215Z,529,308,2021-05-15,2021-05-31,3564,89,1
390415087,2021-05-26T18:40:22.500Z,266,638,2021-05-01,2021-05-14,3709,53,1
390038206,2021-05-25T18:34:44.921Z,308,912,2021-06-15,2021-06-30,3564,82,4
385890861,2021-05-25T18:36:41.205Z,638,736,2021-04-15,2021-06-30,3564,190,2
385869445,2021-05-25T18:36:41.205Z,191,218,2021-05-01,2021-05-02,3564,38,2
390027089,2021-05-25T18:34:44.890Z,796,678,2021-05-17,2021-05-31,3564,40,1
389849785,2021-05-25T13:33:07.511Z,681,191,2021-05-01,2021-05-31,3709,1023,1
389852313,2021-05-25T13:33:07.516Z,587,688,2021-05-01,2021-05-31,3709,1023,4
380234264,2021-05-25T18:54:33.967Z,678,736,2021-04-01,2021-04-30,3564,53,1
390134596,2021-05-25T18:43:48.426Z,587,736,2021-05-15,2021-06-30,3564,190,1
389595173,2021-05-24T20:50:56.109Z,54,688,2021-04-15,2021-04-30,3709,43,4
385869443,2021-05-25T18:36:41.205Z,191,218,2021-05-01,2021-05-02,3564,38,4
389885224,2021-05-25T14:30:02.259Z,736,806,2021-05-01,2022-04-30,3054,249,2
380234646,2021-05-25T18:54:33.967Z,678,191,2021-04-01,2021-04-30,3564,53,4
386914823,2021-05-26T08:40:45.227Z,688,218,2021-05-01,2021-05-14,4023,53,2
390227855,2021-05-25T21:57:28.189Z,638,723,2021-05-01,2021-05-31,538,136,4
390038222,2021-05-25T18:34:44.921Z,308,806,2021-06-15,2021-06-30,3564,82,2
390412855,2021-05-26T18:40:22.500Z,912,638,2021-05-01,2021-05-14,3709,53,1
390412915,2021-05-26T18:40:22.500Z,898,638,2021-05-01,2021-05-14,3709,53,1
388834178,2021-05-25T18:36:41.220Z,266,681,2021-05-01,2021-05-14,3564,43,1
388055501,2021-05-25T18:36:41.218Z,723,638,2021-05-01,2021-05-14,3564,53,4
388810015,2021-05-25T18:36:41.222Z,898,587,2021-05-01,2021-05-14,3564,48,1
390215990,2021-05-25T18:54:34.210Z,308,638,2021-06-01,2021-06-30,3564,53,1
390027997,2021-05-25T18:34:44.892Z,806,678,2021-05-17,2021-05-31,3564,40,2
390073707,2021-05-25T18:38:17.339Z,638,764,2021-05-15,2021-05-16,3564,190,2
390074682,2021-05-25T18:38:17.341Z,587,796,2021-05-15,2021-05-16,3564,190,4
389592883,2021-05-24T20:50:56.105Z,218,688,2021-04-15,2021-04-30,3709,43,4
389592563,2021-05-24T20:50:56.109Z,681,736,2021-04-15,2021-04-30,3709,43,2
385869049,2021-05-25T18:36:41.205Z,191,587,2021-05-01,2021-05-02,3564,38,1
389857458,2021-05-25T13:33:07.517Z,308,191,2021-05-01,2021-05-31,3709,1023,4
389885240,2021-05-25T14:30:02.259Z,529,796,2021-05-01,2022-04-30,3054,249,1
388834200,2021-05-25T18:36:41.220Z,266,218,2021-05-01,2021-05-14,3564,1023,2
388825949,2021-05-25T18:36:41.224Z,585,638,2021-05-01,2021-05-14,3564,48,2
390074696,2021-05-25T18:38:17.341Z,587,723,2021-05-15,2021-06-04,3564,190,1
386916778,2021-05-26T08:40:45.227Z,266,54,2021-05-01,2021-05-14,4023,53,4
390151753,2021-05-25T18:49:58.214Z,898,308,2021-05-15,2021-05-31,3564,89,4
385838144,2021-05-25T18:36:41.205Z,806,587,2021-05-01,2021-05-02,3564,38,2
386914284,2021-05-26T08:40:45.227Z,585,218,2021-05-01,2021-05-14,4023,53,4
389592564,2021-05-24T20:50:56.106Z,681,736,2021-04-15,2021-04-30,3709,43,1
389592819,2021-05-24T20:50:56.104Z,218,898,2021-04-15,2021-04-30,3709,43,1
390040123,2021-05-25T18:34:44.890Z,191,308,2021-05-17,2021-05-31,3564,40,1
390003149,2021-05-25T18:32:03.199Z,764,308,2021-05-15,2021-05-31,3564,68,4
390074059,2021-05-25T18:38:17.339Z,638,806,2021-05-15,2021-05-16,3564,190,1
385868986,2021-05-25T18:36:41.205Z,191,638,2021-05-01,2021-05-02,3564,38,1
385867569,2021-05-25T18:36:41.206Z,218,736,2021-04-15,2021-04-16,3564,190,2
389857084,2021-05-25T13:33:07.517Z,308,796,2021-05-01,2021-05-31,3709,1023,4
380246672,2021-05-25T18:54:33.969Z,308,736,2021-04-01,2021-04-30,3564,53,1
388837298,2021-05-25T18:36:41.221Z,191,587,2021-05-01,2021-05-14,3564,43,1
390002568,2021-05-25T18:32:03.202Z,781,308,2021-05-15,2021-05-31,3564,38,2
388055502,2021-05-25T18:36:41.218Z,723,638,2021-05-01,2021-05-14,3564,53,2
390413739,2021-05-26T18:40:22.501Z,736,638,2021-05-01,2021-05-14,3709,53,4
385831443,2021-05-25T18:36:41.205Z,912,638,2021-05-01,2021-05-02,3564,38,4
390073823,2021-05-25T18:38:17.340Z,638,585,2021-05-15,2021-05-16,3564,190,1
388834564,2021-05-25T18:36:41.220Z,266,638,2021-05-01,2021-05-14,3564,1023,2
390009413,2021-05-25T18:32:03.211Z,308,191,2021-05-01,2021-05-02,3564,82,4
388817924,2021-05-25T18:36:41.225Z,736,54,2021-05-01,2021-05-14,3564,48,4
388836571,2021-05-25T18:36:41.221Z,191,218,2021-05-01,2021-05-14,3564,53,2
389592250,2021-05-24T20:50:56.106Z,638,764,2021-04-15,2021-04-30,3709,43,2
389857142,2021-05-25T13:33:07.521Z,308,736,2021-05-01,2021-05-31,3709,1023,4
390001573,2021-05-25T18:32:03.203Z,898,308,2021-05-10,2021-05-16,3564,40,1
390153971,2021-05-25T18:49:58.214Z,806,308,2021-05-15,2021-05-31,3564,89,4
389592261,2021-05-24T20:50:56.106Z,638,723,2021-04-15,2021-04-30,3709,43,4
389592583,2021-05-24T20:50:56.110Z,681,688,2021-04-15,2021-04-30,3709,43,4
380234180,2021-05-25T18:54:33.967Z,678,898,2021-04-01,2021-04-30,3564,53,1
390073708,2021-05-25T18:38:17.339Z,638,764,2021-05-15,2021-05-16,3564,190,1
390010891,2021-05-25T18:32:03.198Z,153,308,2021-05-15,2021-05-31,3564,82,2
390026153,2021-05-25T18:34:44.892Z,898,308,2021-05-15,2021-05-31,3564,48,4
386913416,2021-05-26T08:40:45.227Z,806,54,2021-05-01,2021-05-14,4023,53,2
389595102,2021-05-24T20:50:56.109Z,54,912,2021-04-15,2021-04-30,3709,43,2
388808446,2021-05-25T18:36:41.220Z,912,54,2021-05-10,2021-05-14,3564,40,4
388825634,2021-05-25T18:36:41.224Z,585,218,2021-05-01,2021-05-14,3564,48,4
386916779,2021-05-26T08:40:45.227Z,266,54,2021-05-01,2021-05-14,4023,53,2
385833440,2021-05-25T18:36:41.206Z,898,587,2021-05-01,2021-05-02,3564,38,2
390412879,2021-05-26T18:40:22.500Z,912,218,2021-05-01,2021-05-14,3709,53,1
385834111,2021-05-25T18:36:41.206Z,898,638,2021-05-01,2021-05-02,3564,38,4
390413551,2021-05-26T18:40:22.500Z,764,218,2021-05-01,2021-05-14,3709,53,2
390414335,2021-05-26T18:40:22.501Z,529,638,2021-05-01,2021-05-14,3709,53,4
390038795,2021-05-25T18:34:44.889Z,266,308,2021-05-17,2021-05-31,3564,40,4
390039159,2021-05-25T18:34:44.889Z,266,678,2021-05-17,2021-05-31,3564,40,2
388814922,2021-05-25T18:36:41.221Z,796,587,2021-05-01,2021-05-14,3564,48,1
390011220,2021-05-25T18:32:03.202Z,191,308,2021-05-15,2021-05-31,3564,68,2
390031697,2021-05-25T18:34:44.920Z,678,796,2021-06-15,2021-06-30,3564,82,2
388837256,2021-05-25T18:36:41.221Z,191,638,2021-05-01,2021-05-14,3564,53,2
386912674,2021-05-26T08:40:45.226Z,898,54,2021-05-01,2021-05-14,4023,53,1
380264270,2021-05-25T18:54:34.200Z,308,54,2021-04-01,2021-04-02,3564,53,2
389592215,2021-05-24T20:50:56.104Z,638,898,2021-04-15,2021-04-30,3709,43,1
390413234,2021-05-26T18:40:22.501Z,796,218,2021-05-01,2021-05-14,3709,53,2
380234214,2021-05-25T18:54:33.967Z,678,796,2021-04-01,2021-04-30,3564,53,2
390010787,2021-05-25T18:32:03.202Z,191,678,2021-05-10,2021-05-16,3564,40,4
388814478,2021-05-25T18:36:41.221Z,796,638,2021-05-01,2021-05-14,3564,43,1
389849122,2021-05-25T13:33:07.521Z,681,736,2021-05-01,2021-05-31,3709,1023,2
388055506,2021-05-25T18:36:41.218Z,723,638,2021-05-01,2021-05-14,3564,43,1
386916873,2021-05-26T08:40:45.227Z,191,218,2021-05-01,2021-05-14,4023,53,4
380247093,2021-05-25T18:54:33.969Z,308,688,2021-04-01,2021-04-30,3564,53,2
386912935,2021-05-26T08:40:45.226Z,796,54,2021-05-01,2021-05-14,4023,53,1
388818788,2021-05-25T18:36:41.223Z,723,54,2021-05-10,2021-05-14,3564,40,1
386915082,2021-05-26T08:40:45.227Z,585,587,2021-05-01,2021-05-14,4023,53,4
390005557,2021-05-25T18:32:03.210Z,678,796,2021-05-01,2021-05-02,3564,82,4
389595145,2021-05-24T20:50:56.106Z,54,764,2021-04-15,2021-04-30,3709,43,1
388818784,2021-05-25T18:36:41.223Z,723,54,2021-05-01,2021-05-14,3564,48,2
389857485,2021-05-25T13:33:07.532Z,308,153,2021-05-01,2021-05-31,3709,1023,4
390004298,2021-05-25T18:32:03.209Z,736,308,2021-05-15,2021-05-31,3564,82,4
389592897,2021-05-24T20:50:56.104Z,218,585,2021-04-15,2021-04-30,3709,43,1
388834570,2021-05-25T18:36:41.220Z,266,638,2021-05-01,2021-05-14,3564,53,2
390002823,2021-05-25T18:32:03.201Z,796,308,2021-05-10,2021-05-16,3564,40,1
386913088,2021-05-26T08:40:45.227Z,781,504,2021-05-01,2021-05-14,4023,53,2
389857280,2021-05-25T13:33:07.517Z,308,529,2021-05-01,2021-05-31,3709,1023,1
386161284,2021-05-25T18:54:33.975Z,308,638,2021-04-01,2021-04-30,3564,53,4
389854846,2021-05-25T13:33:07.549Z,504,898,2021-05-01,2021-05-31,3709,1023,4
390002258,2021-05-25T18:32:03.198Z,806,308,2021-05-15,2021-05-31,3564,190,2
390155950,2021-05-25T18:49:58.213Z,764,308,2021-05-15,2021-05-31,3564,89,2
388818070,2021-05-25T18:43:48.399Z,736,681,2021-05-01,2021-05-02,3564,190,4
390415365,2021-05-26T18:40:22.500Z,191,638,2021-05-01,2021-05-14,3709,53,2
388814568,2021-05-25T18:36:41.221Z,796,218,2021-05-01,2021-05-14,3564,43,1
385851191,2021-05-25T18:36:41.206Z,638,191,2021-04-15,2021-04-16,3564,190,1
390038792,2021-05-25T18:34:44.889Z,266,308,2021-05-15,2021-05-31,3564,43,4
390002822,2021-05-25T18:32:03.201Z,796,308,2021-05-10,2021-05-16,3564,40,2
386914712,2021-05-26T08:40:45.227Z,529,54,2021-05-01,2021-05-14,4023,53,4
388810493,2021-05-25T18:36:41.222Z,898,218,2021-05-01,2021-05-14,3564,48,2
385834440,2021-05-25T18:36:41.206Z,898,218,2021-05-01,2021-05-02,3564,38,2
388825629,2021-05-25T18:36:41.224Z,585,218,2021-05-01,2021-05-14,3564,1023,2
390088166,2021-05-25T18:38:17.340Z,218,585,2021-05-15,2021-05-16,3564,190,4
390227830,2021-05-25T21:57:28.189Z,723,191,2021-05-01,2021-05-31,538,136,1
390073705,2021-05-25T18:38:17.339Z,638,781,2021-05-15,2021-05-16,3564,190,1
390412871,2021-05-26T18:40:22.502Z,912,504,2021-05-01,2021-05-14,3709,53,4
386914654,2021-05-26T08:40:45.227Z,529,638,2021-05-01,2021-05-14,4023,53,1
390002816,2021-05-25T18:32:03.201Z,796,308,2021-05-15,2021-05-31,3564,82,2
385834115,2021-05-25T18:36:41.206Z,898,638,2021-05-01,2021-05-02,3564,38,1
390227800,2021-05-25T21:57:28.189Z,781,723,2021-05-01,2021-05-31,538,136,1
390028105,2021-05-25T18:34:44.890Z,796,308,2021-05-15,2021-05-31,3564,48,4
388814565,2021-05-25T18:36:41.221Z,796,218,2021-05-01,2021-05-14,3564,48,1
390002266,2021-05-25T18:32:03.202Z,806,308,2021-05-15,2021-05-31,3564,68,4
390010022,2021-05-25T18:32:03.200Z,266,308,2021-05-15,2021-05-31,3564,38,4
389594961,2021-05-24T20:50:56.109Z,54,266,2021-04-15,2021-04-30,3709,43,2
389592885,2021-05-24T20:50:56.104Z,218,688,2021-04-15,2021-04-30,3709,43,1
390227829,2021-05-25T21:57:28.189Z,723,191,2021-05-01,2021-05-31,538,136,2
386914306,2021-05-26T08:40:45.227Z,585,54,2021-05-01,2021-05-14,4023,53,2
390002693,2021-05-25T18:32:03.199Z,764,308,2021-05-15,2021-05-31,3564,1023,2
390074035,2021-05-25T18:38:17.339Z,638,898,2021-04-15,2021-04-16,3564,68,1
390006632,2021-05-25T18:32:03.209Z,585,308,2021-05-15,2021-05-31,3564,1023,1
388837261,2021-05-25T18:36:41.221Z,191,638,2021-05-01,2021-05-14,3564,43,4
389849799,2021-05-25T13:33:07.532Z,681,153,2021-05-01,2021-05-31,3709,1023,2
390025227,2021-05-25T18:34:44.889Z,912,308,2021-05-17,2021-05-31,3564,40,4
390413474,2021-05-26T18:40:22.500Z,781,587,2021-05-01,2021-05-14,3709,53,1
389857018,2021-05-25T13:33:07.517Z,308,898,2021-05-01,2021-05-31,3709,1023,4
390025223,2021-05-25T18:34:44.889Z,912,308,2021-05-15,2021-05-31,3564,48,1
390029475,2021-05-25T18:34:44.888Z,764,308,2021-05-15,2021-05-31,3564,48,1
388818449,2021-05-25T18:36:41.223Z,723,681,2021-05-01,2021-05-14,3564,48,2
390227796,2021-05-25T21:57:28.189Z,781,796,2021-05-01,2021-05-31,538,136,2
390010021,2021-05-25T18:32:03.200Z,266,308,2021-05-10,2021-05-16,3564,40,1
390001566,2021-05-25T18:32:03.203Z,898,308,2021-05-15,2021-05-31,3564,82,2
390164146,2021-05-25T18:49:58.215Z,529,308,2021-05-15,2021-05-31,3564,89,4
390025224,2021-05-25T18:34:44.889Z,912,308,2021-05-15,2021-05-31,3564,43,4
388837218,2021-05-25T18:36:41.221Z,191,681,2021-05-01,2021-05-14,3564,43,1
388834612,2021-05-25T18:36:41.220Z,266,587,2021-05-01,2021-05-14,3564,43,1
390037716,2021-05-25T18:34:44.921Z,308,585,2021-06-15,2021-06-30,3564,82,1
390011219,2021-05-25T18:32:03.202Z,191,308,2021-05-15,2021-05-31,3564,68,4
390028109,2021-05-25T18:34:44.890Z,796,308,2021-05-15,2021-05-31,3564,43,2
390156117,2021-05-25T18:49:58.214Z,781,308,2021-05-15,2021-05-31,3564,89,1
390413217,2021-05-26T18:40:22.500Z,796,587,2021-05-01,2021-05-14,3709,53,1
390040525,2021-05-25T18:34:44.890Z,191,308,2021-05-15,2021-05-31,3564,48,4
380247065,2021-05-25T18:54:33.969Z,308,723,2021-04-01,2021-04-30,3564,53,1
388813244,2021-05-25T18:36:41.222Z,806,218,2021-05-01,2021-05-14,3564,48,1
388836578,2021-05-25T18:36:41.221Z,191,218,2021-05-01,2021-05-14,3564,43,1
390412873,2021-05-26T18:40:22.500Z,912,504,2021-05-01,2021-05-14,3709,53,1
389592812,2021-05-24T20:50:56.105Z,218,912,2021-04-15,2021-04-30,3709,43,2
390004292,2021-05-25T18:32:03.198Z,736,308,2021-05-15,2021-05-31,3564,190,4
388055073,2021-05-25T18:36:41.218Z,723,681,2021-05-01,2021-05-14,3564,43,1
388834177,2021-05-25T18:36:41.220Z,266,681,2021-05-01,2021-05-14,3564,43,2
390414085,2021-05-26T18:40:22.501Z,688,54,2021-05-01,2021-05-14,3709,53,4
388837714,2021-05-25T18:36:41.221Z,191,54,2021-05-01,2021-05-14,3564,48,4
385890860,2021-05-25T18:36:41.205Z,638,736,2021-04-15,2021-06-30,3564,190,4
390003154,2021-05-25T18:32:03.199Z,764,308,2021-05-10,2021-05-16,3564,40,1
386913199,2021-05-26T08:40:45.227Z,764,587,2021-05-01,2021-05-14,4023,53,2
388814477,2021-05-25T18:36:41.221Z,796,638,2021-05-01,2021-05-14,3564,43,2
390006635,2021-05-25T18:32:03.209Z,585,308,2021-05-15,2021-05-31,3564,82,1
385838046,2021-05-25T18:36:41.205Z,796,681,2021-05-01,2021-05-02,3564,38,4
389857086,2021-05-25T13:33:07.511Z,308,796,2021-05-01,2021-05-31,3709,1023,1
390413807,2021-05-26T18:40:22.500Z,723,587,2021-05-01,2021-05-14,3709,53,1
388814479,2021-05-25T18:36:41.221Z,796,638,2021-05-10,2021-05-14,3564,40,4
390028547,2021-05-25T18:34:44.890Z,781,308,2021-05-15,2021-05-31,3564,48,2
386914496,2021-05-26T08:40:45.227Z,723,638,2021-05-01,2021-05-14,4023,53,2
390004290,2021-05-25T18:32:03.209Z,736,308,2021-05-15,2021-05-31,3564,1023,2
390038212,2021-05-25T18:34:44.921Z,308,898,2021-06-15,2021-06-30,3564,82,4
386914505,2021-05-26T08:40:45.227Z,723,587,2021-05-01,2021-05-14,4023,53,2
389849094,2021-05-25T13:33:07.522Z,681,781,2021-05-01,2021-05-31,3709,1023,4
388818875,2021-05-25T18:36:41.222Z,723,638,2021-05-10,2021-05-14,3564,40,4
386913898,2021-05-26T08:40:45.227Z,736,504,2021-05-01,2021-05-14,4023,53,1
388808844,2021-05-25T18:36:41.220Z,912,218,2021-05-01,2021-05-14,3564,53,4
389885239,2021-05-25T14:30:02.259Z,529,796,2021-05-01,2022-04-30,3054,249,2
390414342,2021-05-26T18:40:22.501Z,529,587,2021-05-01,2021-05-14,3709,53,2
388808445,2021-05-25T18:36:41.220Z,912,54,2021-05-01,2021-05-14,3564,53,1
388817595,2021-05-25T18:43:48.399Z,736,587,2021-05-01,2021-05-02,3564,190,1
389592855,2021-05-24T20:50:56.104Z,218,764,2021-04-15,2021-04-30,3709,43,1
385852579,2021-05-25T18:36:41.206Z,587,736,2021-04-15,2021-04-16,3564,190,4
386913977,2021-05-26T08:40:45.227Z,723,54,2021-05-01,2021-05-14,4023,53,4
389592842,2021-05-24T20:50:56.105Z,218,796,2021-04-15,2021-04-30,3709,43,2
388817603,2021-05-25T18:36:41.224Z,736,587,2021-05-01,2021-05-14,3564,43,2
390412932,2021-05-26T18:40:22.501Z,898,504,2021-05-01,2021-05-14,3709,53,2
388808301,2021-05-25T18:36:41.220Z,912,638,2021-05-10,2021-05-14,3564,40,1
390002731,2021-05-25T18:32:03.201Z,796,678,2021-05-15,2021-05-31,3564,38,4
386916860,2021-05-26T08:40:45.227Z,191,504,2021-05-01,2021-05-14,4023,53,1
389592246,2021-05-24T20:50:56.105Z,638,781,2021-04-15,2021-04-30,3709,43,4
388814554,2021-05-25T18:36:41.221Z,796,218,2021-05-01,2021-05-14,3564,1023,4
380246519,2021-05-25T18:54:33.969Z,308,898,2021-05-01,2021-05-02,3564,53,1
388834611,2021-05-25T18:36:41.220Z,266,587,2021-05-01,2021-05-14,3564,43,2
380246574,2021-05-25T18:54:33.969Z,308,806,2021-04-01,2021-04-30,3564,53,1
390088215,2021-05-25T18:38:17.340Z,218,191,2021-05-15,2021-05-16,3564,190,1
386629789,2021-05-25T18:36:41.207Z,638,781,2021-04-16,2021-04-17,3564,190,4
380246520,2021-05-25T18:54:33.969Z,308,898,2021-04-01,2021-04-30,3564,53,1
388810728,2021-05-25T18:36:41.222Z,898,54,2021-05-01,2021-05-14,3564,48,4
390413840,2021-05-26T18:40:22.500Z,723,54,2021-05-01,2021-05-14,3709,53,1
388814924,2021-05-25T18:36:41.221Z,796,587,2021-05-01,2021-05-14,3564,43,2
385851150,2021-05-25T18:36:41.206Z,638,266,2021-04-15,2021-04-16,3564,190,1
389592554,2021-05-24T20:50:56.112Z,681,764,2021-04-15,2021-04-30,3709,43,2
390415086,2021-05-26T18:40:22.501Z,266,638,2021-05-01,2021-05-14,3709,53,2
389850791,2021-05-25T13:33:07.504Z,638,266,2021-05-01,2021-05-31,3709,1023,1
388813751,2021-05-25T18:36:41.222Z,806,587,2021-05-01,2021-05-14,3564,48,1
380263321,2021-05-25T18:54:34.200Z,308,587,2021-04-01,2021-04-02,3564,53,2
390004087,2021-05-25T18:32:03.204Z,723,308,2021-05-15,2021-05-31,3564,68,1
389857009,2021-05-25T13:33:07.543Z,308,912,2021-05-01,2021-05-31,3709,1023,4
390004086,2021-05-25T18:32:03.204Z,723,308,2021-05-15,2021-05-31,3564,68,2
386913015,2021-05-26T08:40:45.227Z,912,504,2021-05-01,2021-05-14,4023,53,1
389848629,2021-05-25T13:33:07.517Z,681,898,2021-05-01,2021-05-31,3709,1023,2
388828466,2021-05-25T18:36:41.225Z,529,218,2021-05-01,2021-05-14,3564,53,4
388817604,2021-05-25T18:36:41.224Z,736,587,2021-05-01,2021-05-14,3564,43,1
390002271,2021-05-25T18:32:03.202Z,806,308,2021-05-10,2021-05-16,3564,40,1
390009409,2021-05-25T18:32:03.211Z,308,266,2021-05-01,2021-05-02,3564,82,1
390004289,2021-05-25T18:32:03.209Z,736,308,2021-05-15,2021-05-31,3564,1023,4
390007472,2021-05-25T18:32:03.209Z,529,308,2021-05-10,2021-05-16,3564,40,1
388816256,2021-05-25T18:36:41.220Z,764,218,2021-05-10,2021-05-14,3564,40,1
389857112,2021-05-25T13:33:07.521Z,308,781,2021-05-01,2021-05-31,3709,1023,4
380247604,2021-05-25T18:54:33.969Z,308,191,2021-04-01,2021-04-30,3564,53,4
390001559,2021-05-25T18:32:03.198Z,898,308,2021-05-15,2021-05-31,3564,190,4
386914652,2021-05-26T08:40:45.227Z,529,638,2021-05-01,2021-05-14,4023,53,4
380264605,2021-05-25T18:54:34.200Z,308,218,2021-04-01,2021-04-02,3564,53,2
388808443,2021-05-25T18:36:41.220Z,912,54,2021-05-01,2021-05-14,3564,53,4
380246646,2021-05-25T18:54:33.969Z,308,764,2021-04-01,2021-04-30,3564,53,1
388813236,2021-05-25T18:36:41.222Z,806,218,2021-05-01,2021-05-14,3564,1023,4
390025225,2021-05-25T18:34:44.889Z,912,308,2021-05-15,2021-05-31,3564,43,2
388814472,2021-05-25T18:36:41.221Z,796,638,2021-05-01,2021-05-14,3564,53,1
389852666,2021-05-25T13:33:07.514Z,587,912,2021-05-01,2021-05-31,3709,1023,1
388834609,2021-05-25T18:36:41.220Z,266,587,2021-05-01,2021-05-14,3564,48,1
380234174,2021-05-25T18:54:33.967Z,678,912,2021-04-01,2021-04-30,3564,53,1
388815695,2021-05-25T18:36:41.222Z,781,587,2021-05-10,2021-05-14,3564,40,1
389594962,2021-05-24T20:50:56.106Z,54,266,2021-04-15,2021-04-30,3709,43,1
385865361,2021-05-25T18:36:41.205Z,266,54,2021-05-01,2021-05-02,3564,38,1
389592864,2021-05-24T20:50:56.104Z,218,736,2021-04-15,2021-04-30,3709,43,1
388810017,2021-05-25T18:36:41.222Z,898,587,2021-05-01,2021-05-14,3564,43,2
380234260,2021-05-25T18:54:33.967Z,678,736,2021-04-01,2021-04-30,3564,53,4
390002556,2021-05-25T18:32:03.202Z,781,308,2021-05-15,2021-05-31,3564,1023,2
389591713,2021-05-24T20:50:56.106Z,681,898,2021-04-15,2021-04-30,3709,43,1
390040119,2021-05-25T18:34:44.890Z,191,308,2021-05-15,2021-05-31,3564,43,2
390011211,2021-05-25T18:32:03.202Z,191,308,2021-05-15,2021-05-31,3564,1023,2
388818073,2021-05-25T18:36:41.225Z,736,681,2021-05-01,2021-05-14,3564,48,4
385864972,2021-05-25T18:36:41.205Z,266,587,2021-05-01,2021-05-02,3564,38,2
388810496,2021-05-25T18:36:41.222Z,898,218,2021-05-01,2021-05-14,3564,43,2
390000795,2021-05-25T18:32:03.201Z,912,308,2021-05-10,2021-05-16,3564,40,4
388816005,2021-05-25T18:36:41.220Z,764,587,2021-05-10,2021-05-14,3564,40,2
388814736,2021-05-25T18:36:41.221Z,796,54,2021-05-01,2021-05-14,3564,53,2
390074686,2021-05-25T18:38:17.341Z,587,781,2021-05-15,2021-05-16,3564,190,2
388810910,2021-05-25T18:36:41.222Z,898,218,2021-05-10,2021-05-14,3564,40,2
390413533,2021-05-26T18:40:22.500Z,764,587,2021-05-01,2021-05-14,3709,53,2
388813683,2021-05-25T18:36:41.222Z,806,681,2021-05-01,2021-05-14,3564,48,1
390074552,2021-05-25T18:38:17.341Z,587,898,2021-05-15,2021-06-04,3564,190,1
386916730,2021-05-26T08:40:45.227Z,191,587,2021-05-01,2021-05-14,4023,53,4
390412854,2021-05-26T18:40:22.501Z,912,638,2021-05-01,2021-05-14,3709,53,2
389592817,2021-05-24T20:50:56.105Z,218,898,2021-04-15,2021-04-30,3709,43,4
388810731,2021-05-25T18:36:41.222Z,898,54,2021-05-01,2021-05-14,3564,43,4
388816082,2021-05-25T18:36:41.222Z,781,504,2021-05-01,2021-05-14,3564,53,4
389885229,2021-05-25T14:30:02.259Z,585,806,2021-05-01,2022-04-30,3054,249,2
390030659,2021-05-25T18:34:44.893Z,723,308,2021-05-17,2021-05-31,3564,40,1
388817599,2021-05-25T18:36:41.224Z,736,587,2021-05-01,2021-05-14,3564,48,4
