D_ID,CURRENCY,CHARGE_VALUE
388815871,USD,-487
388815871,USD,176
388815871,USD,4623
389850844,USD,636
389850844,USD,106
389850844,USD,-153
389850844,USD,204
389850844,USD,11
390088131,USD,875
385851062,USD,237
385851062,USD,818
388815731,USD,-479
388815731,USD,521
388815731,USD,143
388815731,USD,3546
390004309,USD,3148
390004309,USD,45
390004309,USD,191
390004309,USD,50
390004309,USD,-345
390004309,USD,360
390004309,USD,20
390002270,USD,4303
390002270,USD,16
390002270,USD,39
390002270,USD,454
390002270,USD,-450
390002270,USD,225
390002270,USD,56
390227796,USD,212
390227796,USD,327
390227796,USD,628
390001568,USD,4334
390001568,USD,264
390001568,USD,-403
390001568,USD,477
390001568,USD,36
390001576,USD,7
390001576,USD,3166
390001576,USD,179
390001576,USD,25
390001576,USD,-343
390001576,USD,364
390001576,USD,18
386629805,USD,197
386629805,USD,1175
390028550,USD,84
390028550,USD,59
390028550,USD,4326
390028550,USD,189
390028550,USD,-450
390028550,USD,472
390028550,USD,58
390011211,USD,-414
390011211,USD,7
390011211,USD,460
390011211,USD,164
390011211,USD,11
390011211,USD,4549
390004087,USD,327
390004087,USD,60
390004087,USD,-313
390004087,USD,286
390004087,USD,3514
390088141,USD,146
390088141,USD,1013
389849080,USD,237
389849080,USD,-179
389849080,USD,95
389849080,USD,972
389849080,USD,39
388837296,USD,495
388837296,USD,-492
388837296,USD,229
388837296,USD,4439
390147240,USD,877
390147240,USD,232
390151755,USD,435
390151755,USD,460
390151755,USD,-432
390151755,USD,25
390151755,USD,49
390151755,USD,156
390151755,USD,44
390151755,USD,3055
390151755,USD,29
388837221,USD,-371
388837221,USD,3382
388837221,USD,144
388837221,USD,455
388815981,USD,4262
388815981,USD,218
388815981,USD,-466
388815981,USD,540
389857118,USD,1038
389857118,USD,118
389857118,USD,-137
389857118,USD,159
389857118,USD,7
390072337,USD,195
390072337,USD,1352
388815983,USD,422
388815983,USD,-376
388815983,USD,144
388815983,USD,3384
388813684,USD,4262
388813684,USD,209
388813684,USD,-459
388813684,USD,525
388814927,USD,496
388814927,USD,-472
388814927,USD,176
388814927,USD,4252
388837710,USD,3613
388837710,USD,120
388837710,USD,-403
388837710,USD,455
388834945,USD,-401
388834945,USD,130
388834945,USD,3370
388834945,USD,447
389850834,USD,-148
389850834,USD,948
389850834,USD,96
389850834,USD,200
389850834,USD,54
390010022,USD,3910
390010022,USD,22
390010022,USD,452
390010022,USD,-431
390010022,USD,26
390010022,USD,219
390010022,USD,57
389852428,USD,110
389852428,USD,818
389852428,USD,247
389852428,USD,37
390074071,USD,132
390074071,USD,742
388825943,USD,575
388825943,USD,-534
388825943,USD,4789
388825943,USD,251
388814746,USD,446
388814746,USD,-420
388814746,USD,128
388814746,USD,3377
389857009,USD,47
389857009,USD,181
389857009,USD,-166
389857009,USD,99
389857009,USD,1323
385869447,USD,465
385869447,USD,-451
385869447,USD,132
385869447,USD,4156
390027546,USD,10
390027546,USD,3457
390027546,USD,127
390027546,USD,139
390027546,USD,58
390027546,USD,-350
390027546,USD,393
390027546,USD,51
390003147,USD,56
390003147,USD,422
390003147,USD,-338
390003147,USD,84
390003147,USD,1725
390003147,USD,193
390003147,USD,143
390003147,USD,2619
390003147,USD,54
388813753,USD,508
388813753,USD,-492
388813753,USD,219
388813753,USD,4219
380234170,USD,45
380234170,USD,2016
380234170,USD,10
380234170,USD,55
380234170,USD,118
380234170,USD,155
385851148,USD,797
385851148,USD,203
380234170,USD,-147
380234170,USD,172
380234170,USD,52
390030094,USD,17
390030094,USD,498
390030094,USD,-403
390030094,USD,380
390030094,USD,27
390030094,USD,4624
390030094,USD,27
390002264,USD,-344
390002264,USD,83
390002264,USD,1707
390002264,USD,270
390002264,USD,20
390002264,USD,2623
390002264,USD,37
390002264,USD,395
390029873,USD,-503
390029873,USD,272
390029873,USD,4288
390029873,USD,32
390029873,USD,511
390029873,USD,286
390029873,USD,29
380246630,USD,86
380246630,USD,22
380246630,USD,1197
380246630,USD,67
380246630,USD,93
380246630,USD,8
380246630,USD,164
380246630,USD,-161
380246630,USD,126
385851073,USD,841
385851073,USD,224
388817602,USD,4480
388817602,USD,245
388817602,USD,-483
388817602,USD,501
388810020,USD,545
388810020,USD,-483
388810020,USD,268
388810020,USD,4229
390037757,USD,220
390037757,USD,-152
390037757,USD,397
390037757,USD,68
390037757,USD,700
390037757,USD,50
388834615,USD,132
388834615,USD,457
388834615,USD,-383
388834615,USD,3372
390029874,USD,4277
390029874,USD,294
390029874,USD,22
390029874,USD,527
390029874,USD,-463
390029874,USD,225
390029874,USD,48
388814913,USD,436
388814913,USD,3643
388814913,USD,148
388814913,USD,-383
390011225,USD,44
390011225,USD,452
390011225,USD,-404
390011225,USD,34
390011225,USD,173
390011225,USD,175
390011225,USD,3897
390011225,USD,32
390005572,USD,19
390005572,USD,675
390005572,USD,57
390005572,USD,214
390005572,USD,-135
390005572,USD,177
389857460,USD,167
389857460,USD,-91
389857460,USD,76
389857460,USD,831
389857460,USD,10
390005569,USD,70
390005569,USD,-162
390005569,USD,205
390005569,USD,660
390005569,USD,18
389848905,USD,48
389848905,USD,159
390005569,USD,210
389848905,USD,953
389848905,USD,102
389848905,USD,-121
390073715,USD,922
390073715,USD,263
389849102,USD,42
389849102,USD,885
389849102,USD,-114
389849102,USD,155
389849102,USD,38
388815695,USD,3383
388815695,USD,137
388815695,USD,-383
388815695,USD,464
389848670,USD,1324
389848670,USD,117
389848670,USD,-147
389848670,USD,179
389848670,USD,16
380234618,USD,23
380246587,USD,123
380246587,USD,85
380246587,USD,248
380246587,USD,83
380246587,USD,30
380246587,USD,1202
380246587,USD,63
380234618,USD,187
380234618,USD,-125
380234618,USD,127
380234618,USD,108
380234618,USD,68
380234618,USD,49
380234618,USD,1763
380234618,USD,50
380246587,USD,-169
380246587,USD,43
380246587,USD,195
389855197,USD,-104
389855197,USD,1223
389855197,USD,31
389855197,USD,153
389855197,USD,59
390000786,USD,200
390000786,USD,-455
390000786,USD,497
390000786,USD,18
390000786,USD,58
390000786,USD,4871
390000786,USD,329
388834393,USD,431
388834393,USD,-387
388834393,USD,132
388834393,USD,3378
390134521,USD,192
390134521,USD,590
388818782,USD,3650
388818782,USD,316
388818782,USD,-394
388818782,USD,463
388814887,USD,3379
388814887,USD,171
388814887,USD,-362
388814887,USD,433
390003152,USD,502
390003152,USD,54
390003152,USD,4314
390003152,USD,54
390003152,USD,201
390003152,USD,-456
390003152,USD,28
390001556,USD,35
390001556,USD,4847
390001556,USD,35
390001556,USD,223
390001556,USD,-458
390001556,USD,487
390002273,USD,9
390002273,USD,53
390002273,USD,3938
390002273,USD,191
390002273,USD,-416
390002273,USD,456
390002273,USD,32
390037758,USD,165
390037758,USD,-104
390037758,USD,413
390037758,USD,56
390037758,USD,611
390037758,USD,27
390030657,USD,4544
390030657,USD,35
390030657,USD,28
390030657,USD,59
390030657,USD,469
390030657,USD,-451
390030657,USD,403
390010891,USD,33
390010891,USD,277
390010891,USD,2598
390010891,USD,52
390010891,USD,232
390010891,USD,416
390010891,USD,-367
390010891,USD,62
390010891,USD,1700
390007462,USD,4842
390007462,USD,89
390007462,USD,38
390007462,USD,240
390007462,USD,-441
390007462,USD,451
390007462,USD,60
390072740,USD,206
390072740,USD,1372
390002811,USD,3542
390002811,USD,115
390002811,USD,149
390002811,USD,-221
390002811,USD,259
385851074,USD,801
385851074,USD,189
385831826,USD,644
385831826,USD,-591
385831826,USD,201
385831826,USD,4604
385869642,USD,-585
385869642,USD,4584
385869642,USD,179
385869642,USD,604
380234239,USD,134
380234239,USD,1659
380234239,USD,46
380234239,USD,65
380234239,USD,8
380234239,USD,153
380234239,USD,-95
380234239,USD,85
380234239,USD,69
380234239,USD,116
390026161,USD,20
390026161,USD,3637
390026161,USD,37
390026161,USD,38
390026161,USD,407
390026161,USD,-331
390026161,USD,161
388836573,USD,-578
388836573,USD,4539
388836573,USD,189
388836573,USD,632
390004297,USD,390
390004297,USD,43
390004297,USD,448
390004297,USD,-384
390004297,USD,202
390004297,USD,3324
380234268,USD,26
380234268,USD,365
380234268,USD,169
380234268,USD,118
380234268,USD,71
380234268,USD,53
380234268,USD,1759
380234268,USD,36
388837218,USD,464
388837218,USD,-402
388837218,USD,135
388837218,USD,3406
380247605,USD,46
380247605,USD,-156
380247605,USD,182
380247605,USD,50
380247605,USD,148
380247605,USD,1191
380247605,USD,47
380247605,USD,86
380247605,USD,235
380247605,USD,127
389849122,USD,1000
389849122,USD,25
389849122,USD,226
389849122,USD,69
388818104,USD,4462
388818104,USD,260
388818104,USD,-466
388818104,USD,539
390030659,USD,289
390030659,USD,47
390030659,USD,400
390030659,USD,-343
390030659,USD,46
390030659,USD,3613
390030659,USD,28
390002732,USD,54
390002732,USD,3934
390002732,USD,223
390002732,USD,7
390002732,USD,-382
390002732,USD,448
390002732,USD,37
390010007,USD,467
390010007,USD,4408
390010007,USD,185
390010007,USD,144
390010007,USD,-420
388818450,USD,449
388818450,USD,-392
388818450,USD,301
388814737,USD,3543
388814737,USD,161
388814737,USD,-449
388814737,USD,513
388818468,USD,447
388818468,USD,-392
388818468,USD,3640
388818468,USD,300
385867628,USD,244
385867628,USD,898
390033087,USD,3499
390033087,USD,38
390033087,USD,121
390033087,USD,207
390033087,USD,-345
390033087,USD,407
390033087,USD,22
390033087,USD,155
389885229,USD,203
389885229,USD,63
389885229,USD,233
389885229,USD,289
380234241,USD,163
380234241,USD,20
380234241,USD,175
380234241,USD,-158
380234241,USD,89
380234241,USD,222
380234241,USD,104
380234241,USD,10
380234241,USD,1781
380234241,USD,33
390007467,USD,4411
390007467,USD,30
390007467,USD,467
390007467,USD,-406
390007467,USD,246
390007467,USD,127
388814420,USD,3631
388814420,USD,138
388814420,USD,-368
388814420,USD,450
388816005,USD,4233
388816005,USD,186
388816005,USD,-492
388816005,USD,537
388837291,USD,520
388837291,USD,-479
388837291,USD,189
388837291,USD,4482
388813718,USD,4526
388813718,USD,566
388813718,USD,-493
388813718,USD,241
389854914,USD,45
389854914,USD,146
389854914,USD,-74
389854914,USD,31
389854914,USD,1184
390000794,USD,3512
390000794,USD,17
390000794,USD,335
390000794,USD,-279
390000794,USD,167
390000794,USD,142
390215987,USD,34
390215987,USD,46
390215987,USD,523
390215987,USD,632
390215987,USD,33
390215987,USD,125
390215987,USD,426
390215987,USD,3849
388818450,USD,3235
388834215,USD,4215
388834215,USD,204
388834215,USD,-494
388834215,USD,545
388808847,USD,526
388808847,USD,-481
388808847,USD,266
388808847,USD,4220
390154814,USD,10
390154814,USD,4118
390154814,USD,31
390154814,USD,211
390154814,USD,0
390154814,USD,55
390154814,USD,-461
390154814,USD,487
390154814,USD,510
390011216,USD,32
390011216,USD,2634
390011216,USD,55
390011216,USD,186
390011216,USD,1718
390011216,USD,68
390011216,USD,-341
390011216,USD,424
390161757,USD,-442
390161757,USD,75
390161757,USD,145
390161757,USD,4134
390161757,USD,27
390161757,USD,239
390161757,USD,35
390161757,USD,523
390161757,USD,497
390002124,USD,26
390002124,USD,4008
390002124,USD,35
390002124,USD,155
390002124,USD,-368
390002124,USD,421
390002124,USD,43
388825630,USD,3869
388825630,USD,208
388825630,USD,-325
388825630,USD,371
389855016,USD,19
389855016,USD,135
389855016,USD,-73
389855016,USD,83
389855016,USD,1434
388055503,USD,3571
388055503,USD,294
388055503,USD,-429
388055503,USD,471
388818677,USD,495
388818677,USD,-429
388818677,USD,303
388818677,USD,3220
390004299,USD,420
390004299,USD,-365
390004299,USD,45
390004299,USD,1715
390004299,USD,270
390004299,USD,42
390004299,USD,5032
390004299,USD,6
388813745,USD,442
388813745,USD,-374
388813745,USD,109
388813745,USD,3615
388818073,USD,4525
388818073,USD,548
388818073,USD,-485
388818073,USD,253
390161757,USD,45
389848623,USD,1275
389848623,USD,73
388810015,USD,441
388810015,USD,-429
388810015,USD,176
388810015,USD,3185
390007471,USD,63
390007471,USD,10
390007471,USD,4310
390007471,USD,116
390007471,USD,248
390007471,USD,-427
390007471,USD,498
390007471,USD,14
385851603,USD,916
385851603,USD,255
388816253,USD,3569
388816253,USD,119
388816253,USD,-457
388816253,USD,484
388815732,USD,544
388815732,USD,4239
388815732,USD,211
388815732,USD,-476
389857082,USD,49
389857082,USD,216
389857082,USD,-192
389857082,USD,67
389857082,USD,974
385868984,USD,607
385868984,USD,-590
385868984,USD,192
385868984,USD,4595
388818452,USD,525
388818452,USD,-453
388818452,USD,405
388818452,USD,5223
389849095,USD,-171
389849095,USD,188
389849095,USD,7
389849095,USD,1010
389849095,USD,76
380234240,USD,21
380234240,USD,1689
380234240,USD,149
380234240,USD,33
380234240,USD,70
380234240,USD,65
380234240,USD,-74
380234240,USD,163
380234240,USD,41
389848623,USD,-157
389848623,USD,220
389848623,USD,54
390028554,USD,13
390028554,USD,39
390028554,USD,383
390028554,USD,-323
390028554,USD,165
390028554,USD,35
390028554,USD,3618
388834178,USD,417
388834178,USD,-370
388834178,USD,119
388834178,USD,3436
388809985,USD,4251
388809985,USD,523
388809985,USD,-465
388809985,USD,229
390002822,USD,40
390002822,USD,476
390002822,USD,38
390002822,USD,54
390002822,USD,-447
390002822,USD,180
390002822,USD,4327
380263321,USD,453
380263321,USD,43
380263321,USD,84
380263321,USD,921
380263321,USD,50
380263321,USD,521
380263321,USD,13
390009415,USD,630
390009415,USD,27
390009415,USD,62
390009415,USD,212
390009415,USD,-111
390009415,USD,169
388837713,USD,493
388837713,USD,-448
388837713,USD,112
388837713,USD,3578
390003671,USD,57
390003671,USD,492
390003671,USD,-444
390003671,USD,4440
390003671,USD,240
390003671,USD,58
390003671,USD,0
390002263,USD,228
390002263,USD,12
390002263,USD,2609
390002263,USD,22
390002263,USD,1707
390002263,USD,400
390002263,USD,-374
390002263,USD,47
388813751,USD,157
388813751,USD,3201
388813751,USD,-433
388813751,USD,477
390002566,USD,64
390002566,USD,37
390002566,USD,403
390002566,USD,-329
390002566,USD,159
390002566,USD,3441
390002566,USD,39
388818443,USD,590
388818443,USD,-543
388818443,USD,379
388818443,USD,4453
388814570,USD,541
388814570,USD,-453
388814570,USD,194
388814570,USD,4237
388834213,USD,417
388834213,USD,3405
388834213,USD,162
388834213,USD,-400
380247563,USD,1183
380247563,USD,61
380247563,USD,11
380247563,USD,81
380247563,USD,196
380247563,USD,88
380247563,USD,166
380247563,USD,-145
380247563,USD,209
380247563,USD,18
388810724,USD,459
388810724,USD,-403
388810724,USD,149
388810724,USD,3632
389852228,USD,555
389852228,USD,33
389852228,USD,160
389852228,USD,-116
389852228,USD,84
390001567,USD,1552
390001567,USD,57
390001567,USD,-256
390001567,USD,280
390001567,USD,153
390001567,USD,22
390001567,USD,3999
390001567,USD,51
388834599,USD,595
388834599,USD,-517
388834599,USD,158
388834599,USD,4484
388813715,USD,192
388813715,USD,4496
388813715,USD,528
388813715,USD,-493
388834605,USD,508
388834605,USD,-449
388834605,USD,201
388834605,USD,4468
388825973,USD,523
388825973,USD,3567
388825973,USD,186
388825973,USD,-465
389854839,USD,9
389854839,USD,118
389854839,USD,-113
389854839,USD,54
389854839,USD,1546
388055541,USD,432
389885239,USD,96
389885239,USD,224
389885239,USD,68
389885239,USD,220
385844077,USD,4499
385844077,USD,242
385844077,USD,-576
385844077,USD,596
388816002,USD,4485
388816002,USD,197
388816002,USD,-478
388816002,USD,531
388055541,USD,-417
388055541,USD,3426
388055541,USD,276
388825974,USD,564
388825974,USD,-493
388825974,USD,236
388825974,USD,4509
388814568,USD,-345
388814568,USD,400
388814568,USD,119
388814568,USD,3447
388817920,USD,432
388817920,USD,-417
388817920,USD,235
388817920,USD,3837
390074687,USD,1044
390074687,USD,156
390010016,USD,200
390010016,USD,4317
390010016,USD,-420
390010016,USD,459
390010016,USD,59
390074031,USD,1030
390074031,USD,214
388810722,USD,560
388810722,USD,188
388810722,USD,-516
388810722,USD,4490
388813246,USD,4219
388813246,USD,202
388813246,USD,-477
388814736,USD,525
388813246,USD,497
388814736,USD,-468
388814736,USD,176
388814736,USD,4472
388814564,USD,173
388814564,USD,590
388814564,USD,-557
388814564,USD,4552
390037670,USD,38
390037670,USD,196
390037670,USD,-173
390037670,USD,401
390037670,USD,90
390037670,USD,683
389851087,USD,698
389851087,USD,112
389851087,USD,241
389851087,USD,37
390094790,USD,268
390094790,USD,1423
385898002,USD,254
385898002,USD,504
390002556,USD,4545
390002556,USD,144
390002556,USD,45
390002556,USD,184
390002556,USD,-447
390002556,USD,477
390002556,USD,59
380247328,USD,70
380247328,USD,58
380247328,USD,259
380247328,USD,135
380247328,USD,77
380247328,USD,36
380247328,USD,1226
380247328,USD,25
388815690,USD,505
388815690,USD,-465
388815690,USD,172
388815690,USD,4608
389855578,USD,40
389855578,USD,244
389855578,USD,82
389855578,USD,1602
388810726,USD,502
388810726,USD,-467
388810726,USD,183
388810726,USD,4460
390134522,USD,163
390134522,USD,514
388818466,USD,4503
388818466,USD,413
388818466,USD,-522
388818466,USD,545
390037680,USD,47
390037680,USD,723
390037680,USD,57
390037680,USD,440
390037680,USD,-79
390037680,USD,110
380247065,USD,19
380247065,USD,1239
380247065,USD,147
380247065,USD,76
380247065,USD,63
380247065,USD,62
380247065,USD,295
380247065,USD,7
390002260,USD,4211
390002260,USD,182
390002260,USD,446
390002260,USD,-483
390002260,USD,567
390002260,USD,43
390004080,USD,4405
390004080,USD,366
390004080,USD,156
390004080,USD,-444
390004080,USD,489
390002258,USD,4447
390002258,USD,205
390002258,USD,121
390002258,USD,-435
390002258,USD,488
388837215,USD,452
388837215,USD,-384
388837215,USD,129
388837215,USD,3218
385851604,USD,268
385851604,USD,866
388817793,USD,422
388817793,USD,-373
388817793,USD,232
388817793,USD,3420
390009932,USD,6
390009932,USD,696
390009932,USD,71
390009932,USD,208
390009932,USD,422
389850484,USD,467
389850484,USD,33
389850484,USD,316
389850484,USD,53
389852674,USD,662
389852674,USD,81
389852674,USD,-157
389852674,USD,192
389852674,USD,29
389857427,USD,783
389857427,USD,45
389857427,USD,-109
389857427,USD,129
389857427,USD,12
380246502,USD,78
380246502,USD,16
380246502,USD,1280
380246502,USD,130
380246502,USD,57
380246502,USD,52
380246502,USD,-104
380246502,USD,136
380246502,USD,24
388055297,USD,3417
385838144,USD,202
385838144,USD,4624
388055297,USD,305
388055297,USD,-378
388055297,USD,415
385838144,USD,639
385838144,USD,-604
388810911,USD,397
388810911,USD,173
388810911,USD,-356
388810911,USD,3385
388815665,USD,513
388815665,USD,-469
388815665,USD,162
388815665,USD,4471
388055293,USD,4472
388055293,USD,406
389852673,USD,666
389852673,USD,105
389852673,USD,-183
389852673,USD,186
389852673,USD,35
388055293,USD,517
388055293,USD,-478
388836570,USD,491
388836570,USD,-456
388836570,USD,164
388836570,USD,4645
390009933,USD,408
390009933,USD,221
390009933,USD,71
390009933,USD,697
390009933,USD,37
390029475,USD,3526
390029475,USD,46
390029475,USD,50
390029475,USD,155
390029475,USD,17
390029475,USD,394
390029475,USD,-356
390029475,USD,136
380246644,USD,28
380246644,USD,48
380246644,USD,190
380246644,USD,-144
380246644,USD,148
380246644,USD,115
380246644,USD,88
380246644,USD,38
380246644,USD,1195
390001575,USD,-403
390001575,USD,59
390001575,USD,466
390001575,USD,22
390001575,USD,233
390001575,USD,3905
390001575,USD,42
389885228,USD,64
389885228,USD,211
389885228,USD,259
389885228,USD,298
388818876,USD,540
388818876,USD,-459
388818876,USD,361
388818876,USD,5263
390004301,USD,60
390004301,USD,446
380234235,USD,48
380234235,USD,2039
380234235,USD,38
380234235,USD,76
380234235,USD,219
380234235,USD,85
380234235,USD,140
380234235,USD,-115
380234235,USD,209
380234235,USD,34
390004301,USD,-402
390002817,USD,286
390002817,USD,0
390002817,USD,4006
390002817,USD,35
390002817,USD,173
390002817,USD,1536
390002817,USD,44
390002817,USD,-221
385834111,USD,608
385834111,USD,-592
385834111,USD,4576
385834111,USD,231
389854931,USD,209
389854931,USD,-160
389854931,USD,84
389854931,USD,1425
390004301,USD,258
390004301,USD,4341
389854931,USD,20
388836575,USD,492
388836575,USD,-417
388836575,USD,144
388836575,USD,3229
388834386,USD,-516
388834386,USD,182
388834386,USD,4518
390025222,USD,43
390025222,USD,-475
390025222,USD,278
390025222,USD,56
390025222,USD,515
390025222,USD,274
390025222,USD,160
388834386,USD,547
390025222,USD,4291
388814477,USD,4255
388814477,USD,185
388814477,USD,-474
388814477,USD,544
390029474,USD,4281
390029474,USD,247
390029474,USD,22
390029474,USD,534
390029474,USD,-498
390029474,USD,182
390029474,USD,98
390029474,USD,51
390029481,USD,21
390029481,USD,39
390029481,USD,3620
390029481,USD,169
390029481,USD,-345
390029481,USD,411
390029481,USD,14
389885200,USD,76
389885200,USD,268
389885200,USD,1313
389885200,USD,191
390002693,USD,232
390002693,USD,4558
390002693,USD,57
390002693,USD,503
390002693,USD,-424
390002693,USD,203
390002693,USD,11
385869049,USD,547
385869049,USD,-468
385869049,USD,138
385869049,USD,4152
390030651,USD,46
390134596,USD,215
390134596,USD,476
390030651,USD,4252
390030651,USD,375
390030651,USD,-481
390030651,USD,498
390030651,USD,42
390030651,USD,266
385864972,USD,4619
385864972,USD,180
385864972,USD,-605
385864972,USD,647
390094791,USD,1105
390094791,USD,194
385852580,USD,959
385852580,USD,276
388816254,USD,546
388816254,USD,4259
388816254,USD,217
388816254,USD,-479
390035233,USD,33
390035233,USD,536
390035233,USD,-452
390035233,USD,244
390035233,USD,94
390035233,USD,4265
390035233,USD,16
390035233,USD,255
390002821,USD,48
390002821,USD,475
390002821,USD,-408
390002821,USD,193
390002821,USD,26
390002821,USD,4302
390002821,USD,27
386161283,USD,66
386161283,USD,3806
386161283,USD,129
386161283,USD,13
386161283,USD,634
386161283,USD,534
386161283,USD,53
390009917,USD,52
390009917,USD,16
390009917,USD,750
390009917,USD,220
390009917,USD,-161
390009917,USD,175
390002812,USD,16
390002812,USD,4204
390002812,USD,192
390002812,USD,-486
390002812,USD,575
390002812,USD,411
380234263,USD,124
380234263,USD,50
380234263,USD,1518
380234263,USD,72
380234263,USD,126
380234263,USD,66
380234263,USD,80
380234263,USD,196
380234263,USD,15
388809982,USD,4271
388809982,USD,251
388809982,USD,-458
388809982,USD,524
380246571,USD,70
380246571,USD,18
380246571,USD,187
380246571,USD,-167
380246571,USD,115
380246571,USD,101
380246571,USD,227
380246571,USD,91
380246571,USD,6
380246571,USD,1181
390010006,USD,361
390010006,USD,3681
390010006,USD,53
390010006,USD,121
390010006,USD,-357
390010006,USD,43
390131204,USD,889
390131204,USD,278
388814735,USD,4616
388814735,USD,179
388814735,USD,-475
388814735,USD,521
389849079,USD,949
389849079,USD,94
389849079,USD,-156
389849079,USD,199
389849079,USD,36
380234616,USD,39
380234616,USD,1772
380234616,USD,23
380234616,USD,110
380234616,USD,114
380234616,USD,160
380234616,USD,-132
380234616,USD,202
380234616,USD,56
390001564,USD,3351
390001564,USD,152
390001564,USD,-377
390001564,USD,463
390001564,USD,21
390001564,USD,403
390005525,USD,256
390005525,USD,-225
390005525,USD,44
390005525,USD,1409
390005525,USD,174
390005525,USD,16
390005525,USD,239
390005525,USD,2113
390005525,USD,5
388814429,USD,3198
388814429,USD,145
388814429,USD,-370
388814429,USD,423
390029880,USD,7
390029880,USD,4499
388818472,USD,548
388818472,USD,-486
388818472,USD,355
388818472,USD,4539
390029880,USD,23
390029880,USD,238
390029880,USD,-446
390029880,USD,495
390029880,USD,18
385852581,USD,215
385852581,USD,757
389885223,USD,183
389885223,USD,91
390001557,USD,-408
390001557,USD,461
390001557,USD,7
389885223,USD,242
389885223,USD,128
390026156,USD,-424
390026156,USD,480
390026156,USD,30
388817593,USD,7364
388817593,USD,275
388817593,USD,-511
388817593,USD,558
390002123,USD,-421
390002123,USD,170
390002123,USD,31
390002123,USD,500
390002123,USD,44
390088149,USD,254
390088149,USD,937
385844131,USD,648
385844131,USD,-574
385844131,USD,261
385844131,USD,4583
390151753,USD,13
390151753,USD,85
390151753,USD,-439
390151753,USD,471
390151753,USD,482
390151753,USD,229
390151753,USD,47
390151753,USD,4150
390151753,USD,21
390009407,USD,185
390009407,USD,-174
390009407,USD,227
390009407,USD,85
390009407,USD,657
390009407,USD,14
390215984,USD,47
390215984,USD,653
390215984,USD,63
390215984,USD,80
390215984,USD,449
390215984,USD,3826
390001557,USD,4557
390001557,USD,45
390001557,USD,202
390170856,USD,3862
390170856,USD,480
390170856,USD,508
390170856,USD,-430
390170856,USD,44
390170856,USD,2
390170856,USD,192
390170856,USD,20
390170856,USD,22
390033093,USD,46
390033093,USD,394
390033093,USD,-368
390033093,USD,210
390033093,USD,40
390033093,USD,154
390033093,USD,3638
390033093,USD,5
380234290,USD,8
380234290,USD,1769
380234290,USD,37
380234290,USD,37
380234290,USD,182
380234290,USD,-152
380234290,USD,124
380234290,USD,96
380234290,USD,83
385838379,USD,4603
385838379,USD,225
385838379,USD,619
385838379,USD,-569
390215984,USD,546
388055073,USD,435
388055073,USD,3410
388055073,USD,315
388055073,USD,-383
390215984,USD,12
380246631,USD,250
380246631,USD,76
380246631,USD,152
380246631,USD,-156
380246631,USD,197
380246631,USD,27
380246631,USD,110
380246631,USD,31
380246631,USD,1183
380246631,USD,20
388816252,USD,503
388816252,USD,4449
388816252,USD,170
388816252,USD,-450
380263320,USD,80
380263320,USD,64
380263320,USD,418
380263320,USD,504
380263320,USD,57
380263320,USD,943
380263320,USD,57
388834175,USD,3186
388834175,USD,163
388834175,USD,-410
388834175,USD,466
385865946,USD,215
385865946,USD,4619
385865946,USD,-561
385865946,USD,625
389848754,USD,95
389848754,USD,1219
389848754,USD,234
389848754,USD,21
390164148,USD,443
390164148,USD,477
390164148,USD,-430
390164148,USD,20
390164148,USD,15
390164148,USD,226
390164148,USD,42
390164148,USD,99
390164148,USD,3076
390164148,USD,12
388814918,USD,499
388814918,USD,-450
388814918,USD,202
388814918,USD,4482
389850450,USD,43
389850450,USD,199
389850450,USD,-149
389850450,USD,79
389850450,USD,807
390074695,USD,361
390074695,USD,972
388817928,USD,4328
388817928,USD,264
388817928,USD,-504
388817928,USD,519
390037756,USD,47
390037756,USD,680
390037756,USD,71
390037756,USD,403
390037756,USD,-141
390037756,USD,186
390037691,USD,243
390037691,USD,407
390037691,USD,64
390037691,USD,685
390037691,USD,2
385834044,USD,249
385834044,USD,4479
385834044,USD,-553
385834044,USD,597
388836572,USD,3560
388836572,USD,144
388836572,USD,-462
388836572,USD,482
388814418,USD,220
388814418,USD,4484
388814418,USD,-503
388814418,USD,580
389850178,USD,782
390031713,USD,166
390031713,USD,-78
390031713,USD,443
390031713,USD,66
390031713,USD,618
390031713,USD,2
388825633,USD,3542
388825633,USD,501
388825633,USD,-471
388825633,USD,203
389850178,USD,139
389850178,USD,62
389850178,USD,67
389850178,USD,-91
388055372,USD,485
388055372,USD,-478
388055372,USD,287
388055372,USD,3542
388813682,USD,4510
388813682,USD,245
388813682,USD,-510
388813682,USD,572
390003811,USD,48
390003811,USD,4424
390003811,USD,51
390003811,USD,398
390003811,USD,50
390003811,USD,-446
390003811,USD,453
389855195,USD,1361
389855195,USD,8
389855195,USD,170
389855195,USD,-135
389855195,USD,102
385851063,USD,706
385851063,USD,126
390170855,USD,59
390170855,USD,4140
390170855,USD,44
390170855,USD,216
390170855,USD,-450
390170855,USD,506
390170855,USD,486
390170855,USD,38
390170855,USD,20
390002123,USD,4418
390002123,USD,22
388055501,USD,4638
388055501,USD,389
388055501,USD,-458
388055501,USD,536
388814470,USD,4634
388814470,USD,174
388814470,USD,-450
388814470,USD,524
388825628,USD,548
388825628,USD,-517
388825628,USD,4760
388825628,USD,249
388815669,USD,3391
388815669,USD,125
388815669,USD,-357
388815669,USD,426
389854938,USD,23
389854938,USD,1275
389854938,USD,84
389854938,USD,-88
